iter	Passed	Remaining
1331	54885	6922
1332	54925	6881
1333	54963	6839
1334	55003	6798
1335	55042	6756
1336	55085	6715
1337	55126	6674
1338	55158	6632
1339	55192	6590
1340	55231	6548
1341	55266	6506
1342	55297	6464
1343	55323	6421
1344	55363	6380
1345	55390	6337
1346	55419	6294
1347	55457	6253
1348	55497	6212
1349	55534	6170
1350	55576	6129
1351	55609	6087
1352	55644	6045
1353	55682	6004
1354	55732	5964
1355	55772	5922
1356	55809	5881
1357	55850	5839
1358	55882	5797
1359	55923	5756
1360	55963	5715
1361	56006	5674
1362	56047	5633
1363	56088	5592
1364	56127	5551
1365	56169	5510
1366	56215	5469
1367	56252	5427
1368	56292	5386
1369	56329	5345
1370	56378	5304
1371	56419	5263
1372	56463	5222
1373	56503	5181
1374	56544	5140
1375	56581	5098
1376	56614	5057
1377	56663	5016
1378	56704	4975
1379	56739	4933
1380	56777	4892
1381	56812	4850
1382	56849	4809
1383	56892	4768
1384	56940	4727
1385	56980	4686
1386	57018	4645
1387	57119	4609
1388	57211	4571
1389	57252	4530
1390	57292	4489
1391	57326	4447
1392	57385	4407
1393	57457	4369
1394	57502	4328
1395	57552	4287
1396	57594	4246
1397	57639	4205
1398	57687	4164
1399	57738	4124
1400	57788	4083
1401	57879	4045
1402	57937	4005
1403	58008	3966
1404	58059	3925
1405	58096	3884
1406	58135	3842
1407	58177	3801
1408	58235	3761
1409	58294	3720
1410	58338	3679
1411	58397	3639
1412	58467	3599
1413	58532	3559
1414	58575	3518
1415	58617	3477
1416	58661	3436
1417	58725	3395
1418	58792	3356
1419	58824	3314
1420	58866	3272
1421	58915	3231
1422	59002	3192
1423	59053	3151
1424	59101	3110
1425	59149	3069
1426	59188	3027
1427	59230	2986
1428	59273	2944
1429	59321	2903
1430	59369	2862
1431	59417	2821
1432	59493	2781
1433	59551	2740
1434	59600	2699
1435	59639	2658
1436	59676	2616
1437	59710	2574
1438	59742	2532
1439	59780	2490
1440	59813	2449
1441	59851	2407
1442	59885	2365
1443	59915	2323
1444	59948	2281
1445	60001	2240
1446	60028	2198
1447	60059	2156
1448	60095	2115
1449	60124	2073
1450	60155	2031
1451	60185	1989
1452	60231	1948
1453	60272	1906
1454	60324	1865
1455	60366	1824
1456	60410	1782
1457	60450	1741
1458	60489	1699
1459	60523	1658
1460	60563	1616
1461	60600	1575
1462	60639	1533
1463	60679	1492
1464	60717	1450
1465	60756	1409
1466	60789	1367
1467	60835	1326
1468	60864	1284
1469	60905	1242
1470	60952	1201
1471	60991	1160
1472	61034	1118
1473	61073	1077
1474	61110	1035
1475	61149	994
1476	61187	952
1477	61223	911
1478	61267	869
1479	61314	828
1480	61350	787
1481	61384	745
1482	61413	703
1483	61442	662
1484	61468	620
1485	61508	579
1486	61550	538
1487	61588	496
1488	61627	455
1489	61662	413
1490	61691	372
1491	61722	330
1492	61766	289
1493	61803	248
1494	61849	206
1495	61885	165
1496	61914	124
1497	61944	82
1498	61972	41
1499	62010	0
