iter	Logloss
568	0.409183511
569	0.4091748042
570	0.4091744659
571	0.4091813511
572	0.4091651763
573	0.4091622983
574	0.4091572606
575	0.4091457019
576	0.4091341745
577	0.4091331807
578	0.4091393111
579	0.4091201595
580	0.4091127487
581	0.4091097251
582	0.4091041825
583	0.4091001856
584	0.4091079191
585	0.4091036256
586	0.4091027981
587	0.4090944921
588	0.4090928267
589	0.4090912602
590	0.4090870448
591	0.4090834694
592	0.4090847914
593	0.4090726861
594	0.4090477371
595	0.4090361421
596	0.4090431626
597	0.409038104
598	0.4090384371
599	0.4090337896
600	0.4090360796
601	0.4090352573
602	0.4090313905
603	0.4090259833
604	0.4090171621
605	0.4090171568
606	0.4090193477
607	0.4090224807
608	0.4090172348
609	0.4090224131
610	0.4090236827
611	0.4090187698
612	0.4090150852
613	0.409018874
614	0.4090166933
615	0.4089970318
616	0.4089942319
617	0.4089954341
618	0.408991994
619	0.4089937167
620	0.408985416
621	0.4089832978
622	0.408980805
623	0.4089798005
624	0.4089766467
625	0.4089751687
626	0.4089806229
627	0.4089746275
628	0.4089772921
629	0.4089803573
630	0.4089688664
631	0.408962689
632	0.4089646614
633	0.4089608571
634	0.4089571256
635	0.408957417
636	0.408958437
637	0.4089487884
638	0.4089481327
639	0.4089585046
640	0.4089606487
641	0.4089496886
642	0.4089477265
643	0.4089333885
644	0.4089305366
645	0.4089315514
646	0.4089315773
647	0.4089230736
648	0.4089202113
649	0.4089255196
650	0.4089237918
651	0.4089245099
652	0.4089211791
653	0.408917989
654	0.4089186499
655	0.4089113275
656	0.4089067738
657	0.4089084442
658	0.4089071641
659	0.4089033493
660	0.4089005963
661	0.4089012624
662	0.4088978952
663	0.4088932583
664	0.4088945333
665	0.4088927692
666	0.4088870288
667	0.408883927
668	0.4088830007
669	0.408862621
670	0.4088742785
671	0.4088546533
672	0.4088559283
673	0.408855892
674	0.4088548147
675	0.4088541121
676	0.408850339
677	0.4088500684
678	0.4088506252
679	0.4088497456
680	0.4088485174
681	0.4088498393
682	0.4088544398
683	0.4088553298
684	0.4088539454
685	0.4088509425
686	0.4088488868
687	0.4088467532
688	0.4088440625
689	0.4088471903
690	0.4088448275
691	0.4088432871
692	0.4088412157
693	0.4088398314
694	0.4088374114
695	0.4088362353
696	0.4088317024
697	0.4088334458
698	0.4088330971
699	0.4088311819
700	0.4088277732
701	0.408815538
702	0.4088132377
703	0.4088113901
704	0.4088033236
705	0.4087841927
706	0.4087988584
707	0.4087826419
708	0.4087827563
709	0.40879495
710	0.4087896365
711	0.4087704066
712	0.4087731649
713	0.4087706304
714	0.4087785566
715	0.4087667535
716	0.4087641825
717	0.4087766779
718	0.4087745545
719	0.4087750073
720	0.4087717442
721	0.4087718431
722	0.4087710625
723	0.4087697874
724	0.4087667585
725	0.4087649891
726	0.4087615908
727	0.4087598473
728	0.4087591552
729	0.4087601023
730	0.4087567872
731	0.4087551687
732	0.4087559077
733	0.408755736
734	0.4087548928
735	0.4087531076
736	0.408751307
737	0.4087515672
738	0.4087555276
739	0.4087579112
740	0.4087514994
741	0.4087520667
742	0.4087519679
743	0.4087496831
744	0.40874935
745	0.4087465137
746	0.4087468365
747	0.4087449212
748	0.4087489961
749	0.4087390453
750	0.4087418765
751	0.4087423813
752	0.4087429537
753	0.4087432972
754	0.4087377285
755	0.4087386966
756	0.4087357302
757	0.40873509
758	0.4087349287
759	0.4087333882
760	0.4087343198
761	0.4087349288
762	0.4087316917
763	0.4087317906
764	0.4087268777
765	0.4087272577
766	0.4087253061
767	0.4087289647
768	0.408726654
769	0.4087231204
770	0.4087218557
771	0.4087225427
772	0.408718858
773	0.4087189829
774	0.4087175778
775	0.4087147258
776	0.4087146478
777	0.4087146842
778	0.408717073
779	0.4087139245
780	0.4087148665
781	0.4087132791
782	0.4087138933
783	0.4087137684
784	0.4087103753
785	0.4087063471
786	0.4087066229
787	0.4087103335
788	0.4087103803
789	0.4087032974
790	0.4087023033
791	0.4087016373
792	0.4087006849
793	0.4086998002
794	0.4086963548
795	0.4086964017
796	0.4086933833
797	0.4086932636
798	0.4086924621
799	0.4086919053
800	0.4086926183
801	0.4086913953
802	0.4086906823
803	0.4086900942
804	0.4086892564
805	0.4086878459
806	0.4086876691
807	0.4086877001
808	0.4086843435
809	0.4086824908
810	0.4086813094
811	0.4086813459
812	0.4086802894
813	0.4086780256
814	0.4086804611
815	0.4086792174
816	0.4086717129
817	0.4086752414
818	0.4086710468
819	0.4086729568
820	0.408672098
821	0.4086706826
822	0.4086672738
823	0.4086665712
824	0.4086637036
825	0.4086649057
826	0.4086650203
827	0.408663865
828	0.4086636309
829	0.4086594153
830	0.4086604927
831	0.4086584891
832	0.4086591395
833	0.4086563502
834	0.4086526811
835	0.4086543934
836	0.4086476122
837	0.4086449892
838	0.4086492465
839	0.4086433604
840	0.408644443
841	0.408638968
842	0.4086366313
843	0.4086361524
844	0.4086335452
845	0.4086338366
846	0.4086303081
847	0.4086326915
848	0.4086296731
849	0.4086237401
850	0.4086241878
851	0.4086248279
852	0.4086217469
853	0.4086237923
854	0.4086219551
855	0.4086213462
856	0.4086196184
857	0.4086079088
858	0.4086194362
859	0.4086071854
860	0.4086186764
861	0.4086186088
862	0.4086162877
863	0.4086039379
864	0.4086020904
865	0.4086018198
866	0.4086034435
867	0.4086037975
868	0.4086021165
869	0.4085996758
870	0.4085876383
871	0.4085964229
872	0.408588346
873	0.4085988429
874	0.4085917806
875	0.4085815128
876	0.4085800712
877	0.4085917911
878	0.4085892511
879	0.4085924831
880	0.4085818144
881	0.4085815855
882	0.4085902764
883	0.4085746481
884	0.4085751268
885	0.4085733262
886	0.4085694228
887	0.4085684756
888	0.4085674192
889	0.4085676118
890	0.4085670238
891	0.4085664929
892	0.4085655874
893	0.4085677992
894	0.4085657591
895	0.4085654104
896	0.408561247
897	0.4085595192
898	0.4085590976
899	0.4085586087
900	0.4085660298
901	0.4085646403
902	0.4085644426
903	0.4085580101
904	0.408555689
905	0.4085514268
906	0.4085514267
907	0.4085564229
908	0.4085501724
909	0.4085490225
910	0.4085486582
911	0.4085438077
912	0.4085423766
913	0.4085439535
914	0.4085403678
915	0.4085412473
916	0.408542158
917	0.4085426316
918	0.4085414242
919	0.4085377968
920	0.4085403729
921	0.4085359752
922	0.4085347835
923	0.4085341485
924	0.4085362615
925	0.408534466
926	0.4085310363
927	0.4085302349
928	0.4085299644
929	0.4085344088
930	0.4085330765
931	0.4085284082
932	0.4085259518
933	0.4085252388
934	0.4085246664
935	0.408525676
936	0.4085243645
937	0.4085252805
938	0.4085212471
939	0.4085254106
940	0.4085229437
941	0.4085216738
942	0.4085230841
943	0.4085225534
944	0.4085223505
945	0.4085225117
946	0.408522059
947	0.4085176613
948	0.4085208776
949	0.4085156108
950	0.4085138465
951	0.408515132
952	0.4085172346
953	0.4085161989
954	0.4085163081
955	0.408511822
956	0.4085103076
957	0.4085100994
958	0.4085092147
959	0.4085088816
960	0.4085039324
961	0.4085059203
962	0.4085055091
963	0.4085056913
964	0.4085056913
965	0.4085004767
966	0.4085027561
967	0.4085022722
968	0.4085001125
969	0.4084951476
970	0.4084933157
971	0.4084929618
972	0.4084925923
973	0.4084899174
974	0.4084890482
975	0.4084881166
976	0.4084922645
977	0.4084904534
978	0.4084961364
979	0.4084949031
980	0.4084902141
981	0.4084906824
982	0.4084903285
983	0.4084942108
984	0.4084878045
985	0.4084868
986	0.4084866908
987	0.4084860506
988	0.4084827615
989	0.4084802738
990	0.4084896883
991	0.4084893396
992	0.4084870862
993	0.4084865137
994	0.4084867687
995	0.408483006
996	0.4084829124
997	0.4084746012
998	0.4084736904
999	0.4084735135
1000	0.4084716295
1001	0.4084716868
1002	0.4084704846
1003	0.4084785513
1004	0.4084769016
1005	0.4084752778
1006	0.408473732
1007	0.4084648952
1008	0.4084678877
1009	0.4084678721
1010	0.4084623346
1011	0.4084635109
1012	0.4084611534
1013	0.4084596702
1014	0.4084649995
1015	0.4084664461
1016	0.4084635265
1017	0.4084623452
1018	0.4084622099
1019	0.4084604508
1020	0.4084675598
1021	0.4084589625
1022	0.4084582391
1023	0.4084529306
1024	0.4084520927
1025	0.4084537788
1026	0.4084530296
1027	0.4084524571
1028	0.4084609401
1029	0.4084570213
1030	0.4084516192
1031	0.4084515723
1032	0.4084505108
1033	0.4084603571
1034	0.4084548094
1035	0.4084577342
1036	0.4084529358
1037	0.4084453013
1038	0.4084528317
1039	0.4084520303
1040	0.4084429801
1041	0.4084416009
1042	0.4084402842
1043	0.4084395921
1044	0.4084397379
1045	0.4084395818
1046	0.4084377134
1047	0.4084385878
1048	0.4084361262
1049	0.4084352155
1050	0.4084340809
1051	0.4084341433
1052	0.4084341642
1053	0.4084334356
1054	0.4084251921
1055	0.408424323
1056	0.4084200138
1057	0.4084207529
1058	0.4084206957
1059	0.4084202273
1060	0.4084201961
1061	0.4084170734
1062	0.4084194882
1063	0.4084137012
1064	0.4084137844
1065	0.4084115466
1066	0.4084101726
1067	0.4084098343
1068	0.4084096314
1069	0.4084086322
1070	0.4084077632
1071	0.4084063841
1072	0.4084067067
1073	0.4084066442
1074	0.4084008883
1075	0.4084005344
1076	0.4083996653
1077	0.4083968862
1078	0.4084032615
1079	0.4084029075
1080	0.4084015649
1081	0.4084007946
1082	0.4084022571
1083	0.40839991
1084	0.4083993323
1085	0.4083986766
1086	0.4083980677
1087	0.408395908
1088	0.4083915781
1089	0.4083902718
1090	0.4083904018
1091	0.4083904382
1092	0.4083897981
1093	0.4083890019
1094	0.4083882004
1095	0.4083879611
1096	0.4083865246
1097	0.408387118
1098	0.4083843493
1099	0.4083826682
1100	0.4083813152
1101	0.4083806023
1102	0.4083807427
1103	0.4083809716
1104	0.4083775318
1105	0.4083769175
1106	0.4083767302
1107	0.4083767406
1108	0.4083760277
1109	0.4083743779
1110	0.4083744872
1111	0.4083724368
1112	0.4083696421
1113	0.4083695745
1114	0.4083674667
1115	0.40836755
1116	0.4083681849
1117	0.4083673053
1118	0.4083683723
1119	0.4083662697
1120	0.4083614766
1121	0.4083616743
1122	0.4083624239
1123	0.4083596708
1124	0.4083596864
1125	0.4083640164
1126	0.4083635636
1127	0.4083636209
1128	0.4083618098
1129	0.4083617005
1130	0.4083604463
1131	0.4083604151
1132	0.4083603786
1133	0.4083603786
1134	0.4083597228
1135	0.408360946
1136	0.4083593535
1137	0.4083591609
1138	0.4083594679
1139	0.4083592545
1140	0.4083581512
1141	0.4083560747
1142	0.4083560851
1143	0.4083549297
1144	0.4083560227
1145	0.4083541491
1146	0.4083495695
1147	0.4083527701
1148	0.4083462336
1149	0.4083469466
1150	0.4083467125
1151	0.4083480343
1152	0.4083476128
1153	0.4083484039
1154	0.4083524007
1155	0.4083453749
1156	0.4083432411
1157	0.4083498298
1158	0.4083425491
1159	0.4083420703
1160	0.4083416852
1161	0.4083409878
1162	0.4083404309
1163	0.4083407797
1164	0.4083287371
1165	0.4083278316
1166	0.408326645
1167	0.4083263327
1168	0.4083252033
1169	0.4083377768
1170	0.4083366422
1171	0.4083204363
1172	0.4083197545
1173	0.4083193746
1174	0.4083196244
1175	0.4083179695
1176	0.4083181152
1177	0.4083351279
1178	0.4083345815
1179	0.4083347219
1180	0.4083346648
1181	0.4083342901
1182	0.4083338269
1183	0.4083323541
1184	0.4083294345
1185	0.4083278888
1186	0.4083281386
1187	0.4083282114
1188	0.4083271341
1189	0.4083259373
1190	0.4083239753
1191	0.4083077796
1192	0.4083075611
1193	0.4083237412
1194	0.4083057759
1195	0.4083204675
1196	0.4083203947
1197	0.4083030281
1198	0.4083182297
1199	0.4083188335
1200	0.4083184171
1201	0.4083165279
1202	0.4083152789
1203	0.4083156693
1204	0.4083163458
1205	0.4083148782
1206	0.4083006811
1207	0.4083120682
1208	0.4083117195
1209	0.4083108659
1210	0.4082987921
1211	0.4083084147
1212	0.4083079203
1213	0.408291782
1214	0.4082920266
1215	0.4082920162
1216	0.4082920578
1217	0.4083067494
1218	0.4083064735
1219	0.4083061457
1220	0.4083067546
1221	0.4083051568
1222	0.4083060104
1223	0.4083060208
1224	0.4083042773
1225	0.4082899502
1226	0.4082893828
1227	0.4082891019
1228	0.4083035333
1229	0.4083042619
1230	0.408302331
1231	0.4083010091
1232	0.4082993803
1233	0.4082992345
1234	0.4083007384
1235	0.4082993385
1236	0.408297642
1237	0.4082992605
1238	0.4082978398
1239	0.4082866403
1240	0.4082992085
1241	0.4082978084
1242	0.4082858335
1243	0.4082850424
1244	0.4082849383
1245	0.4082837207
1246	0.4082840226
1247	0.408281181
1248	0.408279474
1249	0.4082794377
1250	0.4082788028
1251	0.4082788236
1252	0.4082783344
1253	0.408286734
1254	0.4082775329
1255	0.4082774601
1256	0.4082773404
1257	0.4082772519
1258	0.4082759925
1259	0.4082752535
1260	0.4082749933
1261	0.408272438
1262	0.4082818473
1263	0.4082816444
1264	0.4082813217
1265	0.4082716054
1266	0.408272308
1267	0.4082708768
1268	0.4082698516
1269	0.4082685921
1270	0.4082682642
1271	0.4082668382
1272	0.4082668382
1273	0.408266068
1274	0.4082644964
1275	0.4082646733
1276	0.4082665311
1277	0.4082667447
1278	0.4082656934
1279	0.4082738485
1280	0.4082681655
1281	0.4082673796
1282	0.408265657
1283	0.4082649337
1284	0.4082663597
1285	0.4082653605
1286	0.4082651784
1287	0.4082652252
1288	0.408262467
1289	0.4082615821
1290	0.4082616342
1291	0.408259261
1292	0.4082592714
1293	0.4082586886
1294	0.4082591778
1295	0.4082570961
1296	0.4082568098
1297	0.408268431
1298	0.4082581265
1299	0.4082585324
1300	0.4082595628
1301	0.4082589539
1302	0.4082552797
1303	0.4082612127
1304	0.4082650845
1305	0.4082604424
1306	0.4082593183
1307	0.4082548478
1308	0.4082551549
1309	0.4082598438
1310	0.4082560655
1311	0.408248228
1312	0.4082536456
1313	0.4082523861
1314	0.4082527192
1315	0.4082498153
1316	0.4082493157
1317	0.4082499818
1318	0.4082486547
1319	0.4082473121
1320	0.4082457716
1321	0.4082443508
1322	0.4082423836
1323	0.4082421963
1324	0.4082414677
1325	0.4082467604
1326	0.4082490295
1327	0.4082407964
1328	0.4082408432
1329	0.4082397815
1330	0.4082394484
1331	0.4082385429
1332	0.4082370232
1333	0.4082353007
1334	0.4082363573
1335	0.4082364613
1336	0.4082397193
1337	0.4082373617
1338	0.408237216
1339	0.4082368829
1340	0.4082368621
1341	0.4082367112
1342	0.4082249705
1343	0.4082272656
1344	0.408236654
1345	0.4082361701
1346	0.4082365343
1347	0.408236118
1348	0.4082356705
1349	0.4082350771
1350	0.4082256731
1351	0.408225543
1352	0.4082242679
1353	0.4082318089
1354	0.4082278223
1355	0.4082186837
1356	0.4082169611
1357	0.4082249652
1358	0.4082148065
1359	0.4082238515
1360	0.4082248507
1361	0.4082242835
1362	0.4082260789
1363	0.4082204479
1364	0.4082193446
1365	0.4082174034
1366	0.4082163261
1367	0.4082155716
1368	0.4082142809
1369	0.4082135002
1370	0.4082134743
1371	0.4082134795
1372	0.4082135002
1373	0.4082120899
1374	0.4082137449
1375	0.4082127456
1376	0.40821273
1377	0.4082113145
1378	0.408209415
1379	0.4082109034
1380	0.4082078068
1381	0.4082067816
1382	0.4082045438
1383	0.4082039037
1384	0.4082080098
1385	0.4082063809
1386	0.4082000577
1387	0.4082005626
1388	0.4081948172
1389	0.4082002401
1390	0.4081898523
1391	0.4081899564
1392	0.4081976171
1393	0.4081889936
1394	0.4081884576
1395	0.4081903365
1396	0.408191445
1397	0.4081914814
1398	0.4081899879
1399	0.4081898526
1400	0.4081878802
1401	0.4081885776
1402	0.4081889523
1403	0.4081889211
1404	0.4081852261
1405	0.4081907166
1406	0.4081915804
1407	0.4081908675
1408	0.4081898579
1409	0.4081893791
1410	0.4081857986
1411	0.4081902742
1412	0.4081901962
1413	0.4081896446
1414	0.4081885829
1415	0.4081874432
1416	0.4081840917
1417	0.4081828946
1418	0.4081803288
1419	0.4081803288
1420	0.4081807973
1421	0.4081964466
1422	0.4081937508
1423	0.4081921896
1424	0.4081903369
1425	0.4081882393
1426	0.4081881769
1427	0.4081880832
1428	0.4081900089
1429	0.4081903263
1430	0.408189301
1431	0.4081892907
1432	0.4081856999
1433	0.408185752
1434	0.4081847892
1435	0.4081843
1436	0.4081840033
1437	0.4081836547
1438	0.4081836651
1439	0.4081835975
1440	0.4081824057
1441	0.4081818488
1442	0.4081797984
1443	0.408179866
1444	0.4081798608
1445	0.4081796943
1446	0.4081796839
1447	0.4081798921
1448	0.4081787159
1449	0.4081788773
1450	0.4081784819
1451	0.4081785495
1452	0.4081792053
1453	0.4081812142
1454	0.4081850966
1455	0.4081825881
1456	0.4081829214
1457	0.4081825311
1458	0.408183218
1459	0.4081831972
1460	0.4081814486
1461	0.4081825051
1462	0.4081827705
1463	0.4081819951
1464	0.4081820316
1465	0.4081800644
1466	0.4081800748
1467	0.4081781648
1468	0.4081770252
1469	0.4081765881
1470	0.4081766766
1471	0.4081762291
1472	0.4081760781
1473	0.4081760573
1474	0.4081770513
1475	0.4081733095
1476	0.4081756828
1477	0.4081742984
1478	0.4081767498
1479	0.4081762139
1480	0.4081742884
1481	0.4081714676
1482	0.4081713428
1483	0.4081716862
1484	0.4081714781
1485	0.4081711606
1486	0.4081705517
1487	0.4081698647
1488	0.4081692142
1489	0.4081688135
1490	0.4081720558
1491	0.4081720558
1492	0.408170812
1493	0.4081707027
1494	0.4081690219
1495	0.4081688552
1496	0.4081675908
1497	0.4081671381
1498	0.4081709788
1499	0.4081684651
